Date,Artist,Song,Week
2004-08-04,Juvenile Featuring Soulja Slim,Slow Motion,2
2004-08-05,Juvenile Featuring Soulja Slim,Slow Motion,2
2004-08-06,Juvenile Featuring Soulja Slim,Slow Motion,2
2004-08-07,Juvenile Featuring Soulja Slim,Slow Motion,2
2004-08-08,Juvenile Featuring Soulja Slim,Slow Motion,2
2004-08-09,Juvenile Featuring Soulja Slim,Slow Motion,2
2004-08-10,Juvenile Featuring Soulja Slim,Slow Motion,2
2004-08-11,Juvenile Featuring Soulja Slim,Slow Motion,2
2004-08-12,Juvenile Featuring Soulja Slim,Slow Motion,2
2004-08-13,Juvenile Featuring Soulja Slim,Slow Motion,2
2004-08-14,Juvenile Featuring Soulja Slim,Slow Motion,2
2004-08-15,Juvenile Featuring Soulja Slim,Slow Motion,2
2004-08-16,Terror Squad,Lean Back,3
2004-08-17,Terror Squad,Lean Back,3
2004-08-18,Terror Squad,Lean Back,3
2004-08-19,Terror Squad,Lean Back,3
2004-08-20,Terror Squad,Lean Back,3
2004-08-21,Terror Squad,Lean Back,3
2004-08-22,Terror Squad,Lean Back,3
2004-08-23,Terror Squad,Lean Back,3
2004-08-24,Terror Squad,Lean Back,3
2004-08-25,Terror Squad,Lean Back,3
2004-08-26,Terror Squad,Lean Back,3
2004-08-27,Terror Squad,Lean Back,3
2004-08-28,Terror Squad,Lean Back,3
2004-08-29,Terror Squad,Lean Back,3
2004-08-30,Terror Squad,Lean Back,3
2004-08-31,Terror Squad,Lean Back,3
2004-09-01,Terror Squad,Lean Back,3
2004-09-02,Terror Squad,Lean Back,3
2004-09-03,Terror Squad,Lean Back,3
2004-09-04,Terror Squad,Lean Back,3
2004-09-05,Terror Squad,Lean Back,3
2004-09-06,Ciara Featuring Petey Pablo,Goodies,7
2004-09-07,Ciara Featuring Petey Pablo,Goodies,7
2004-09-08,Ciara Featuring Petey Pablo,Goodies,7
2004-09-09,Ciara Featuring Petey Pablo,Goodies,7
2004-09-10,Ciara Featuring Petey Pablo,Goodies,7
2004-09-11,Ciara Featuring Petey Pablo,Goodies,7
2004-09-12,Ciara Featuring Petey Pablo,Goodies,7
2004-09-13,Ciara Featuring Petey Pablo,Goodies,7
2004-09-14,Ciara Featuring Petey Pablo,Goodies,7
2004-09-15,Ciara Featuring Petey Pablo,Goodies,7
2004-09-16,Ciara Featuring Petey Pablo,Goodies,7
2004-09-17,Ciara Featuring Petey Pablo,Goodies,7
2004-09-18,Ciara Featuring Petey Pablo,Goodies,7
2004-09-19,Ciara Featuring Petey Pablo,Goodies,7
2004-09-20,Ciara Featuring Petey Pablo,Goodies,7
2004-09-21,Ciara Featuring Petey Pablo,Goodies,7
2004-09-22,Ciara Featuring Petey Pablo,Goodies,7
2004-09-23,Ciara Featuring Petey Pablo,Goodies,7
2004-09-24,Ciara Featuring Petey Pablo,Goodies,7
2004-09-25,Ciara Featuring Petey Pablo,Goodies,7
2004-09-26,Ciara Featuring Petey Pablo,Goodies,7
2004-09-27,Ciara Featuring Petey Pablo,Goodies,7
2004-09-28,Ciara Featuring Petey Pablo,Goodies,7
2004-09-29,Ciara Featuring Petey Pablo,Goodies,7
2004-09-30,Ciara Featuring Petey Pablo,Goodies,7
2004-10-01,Ciara Featuring Petey Pablo,Goodies,7
2004-10-02,Ciara Featuring Petey Pablo,Goodies,7
2004-10-03,Ciara Featuring Petey Pablo,Goodies,7
2004-10-04,Ciara Featuring Petey Pablo,Goodies,7
2004-10-05,Ciara Featuring Petey Pablo,Goodies,7
2004-10-06,Ciara Featuring Petey Pablo,Goodies,7
2004-10-07,Ciara Featuring Petey Pablo,Goodies,7
2004-10-08,Ciara Featuring Petey Pablo,Goodies,7
2004-10-09,Ciara Featuring Petey Pablo,Goodies,7
2004-10-10,Ciara Featuring Petey Pablo,Goodies,7
2004-10-11,Ciara Featuring Petey Pablo,Goodies,7
2004-10-12,Ciara Featuring Petey Pablo,Goodies,7
2004-10-13,Ciara Featuring Petey Pablo,Goodies,7
2004-10-14,Ciara Featuring Petey Pablo,Goodies,7
2004-10-15,Ciara Featuring Petey Pablo,Goodies,7
2004-10-16,Ciara Featuring Petey Pablo,Goodies,7
2004-10-17,Ciara Featuring Petey Pablo,Goodies,7
2004-10-18,Ciara Featuring Petey Pablo,Goodies,7
2004-10-19,Ciara Featuring Petey Pablo,Goodies,7
2004-10-20,Ciara Featuring Petey Pablo,Goodies,7
2004-10-21,Ciara Featuring Petey Pablo,Goodies,7
2004-10-22,Ciara Featuring Petey Pablo,Goodies,7
2004-10-23,Ciara Featuring Petey Pablo,Goodies,7
2004-10-24,Ciara Featuring Petey Pablo,Goodies,7
2004-10-25,Usher And Alicia Keys,My Boo,6
2004-10-26,Usher And Alicia Keys,My Boo,6
2004-10-27,Usher And Alicia Keys,My Boo,6
2004-10-28,Usher And Alicia Keys,My Boo,6
2004-10-29,Usher And Alicia Keys,My Boo,6
2004-10-30,Usher And Alicia Keys,My Boo,6
2004-10-31,Usher And Alicia Keys,My Boo,6
2004-11-01,Usher And Alicia Keys,My Boo,6
2004-11-02,Usher And Alicia Keys,My Boo,6
2004-11-03,Usher And Alicia Keys,My Boo,6
2004-11-04,Usher And Alicia Keys,My Boo,6
2004-11-05,Usher And Alicia Keys,My Boo,6
2004-11-06,Usher And Alicia Keys,My Boo,6
2004-11-07,Usher And Alicia Keys,My Boo,6
2004-11-08,Usher And Alicia Keys,My Boo,6
2004-11-09,Usher And Alicia Keys,My Boo,6
2004-11-10,Usher And Alicia Keys,My Boo,6
2004-11-11,Usher And Alicia Keys,My Boo,6
2004-11-12,Usher And Alicia Keys,My Boo,6
2004-11-13,Usher And Alicia Keys,My Boo,6
2004-11-14,Usher And Alicia Keys,My Boo,6
2004-11-15,Usher And Alicia Keys,My Boo,6
2004-11-16,Usher And Alicia Keys,My Boo,6
2004-11-17,Usher And Alicia Keys,My Boo,6
2004-11-18,Usher And Alicia Keys,My Boo,6
2004-11-19,Usher And Alicia Keys,My Boo,6
2004-11-20,Usher And Alicia Keys,My Boo,6
2004-11-21,Usher And Alicia Keys,My Boo,6
2004-11-22,Usher And Alicia Keys,My Boo,6
2004-11-23,Usher And Alicia Keys,My Boo,6
2004-11-24,Usher And Alicia Keys,My Boo,6
2004-11-25,Usher And Alicia Keys,My Boo,6
2004-11-26,Usher And Alicia Keys,My Boo,6
2004-11-27,Usher And Alicia Keys,My Boo,6
2004-11-28,Usher And Alicia Keys,My Boo,6
2004-11-29,Usher And Alicia Keys,My Boo,6
2004-11-30,Usher And Alicia Keys,My Boo,6
2004-12-01,Usher And Alicia Keys,My Boo,6
2004-12-02,Usher And Alicia Keys,My Boo,6
2004-12-03,Usher And Alicia Keys,My Boo,6
2004-12-04,Usher And Alicia Keys,My Boo,6
2004-12-05,Usher And Alicia Keys,My Boo,6
2004-12-06,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-07,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-08,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-09,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-10,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-11,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-12,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-13,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-14,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-15,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-16,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-17,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-18,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-19,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-20,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-21,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-22,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-23,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-24,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-25,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-26,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3
2004-12-27,Mario,Let Me Love You,9
2004-12-28,Mario,Let Me Love You,9
2004-12-29,Mario,Let Me Love You,9
2004-12-30,Mario,Let Me Love You,9
2004-12-31,Mario,Let Me Love You,9
2005-01-01,Mario,Let Me Love You,9
2005-01-02,Mario,Let Me Love You,9
2005-01-03,Mario,Let Me Love You,9
2005-01-04,Mario,Let Me Love You,9
2005-01-05,Mario,Let Me Love You,9
2005-01-06,Mario,Let Me Love You,9
2005-01-07,Mario,Let Me Love You,9
2005-01-08,Mario,Let Me Love You,9
2005-01-09,Mario,Let Me Love You,9
2005-01-10,Mario,Let Me Love You,9
2005-01-11,Mario,Let Me Love You,9
2005-01-12,Mario,Let Me Love You,9
2005-01-13,Mario,Let Me Love You,9
2005-01-14,Mario,Let Me Love You,9
2005-01-15,Mario,Let Me Love You,9
2005-01-16,Mario,Let Me Love You,9
2005-01-17,Mario,Let Me Love You,9
2005-01-18,Mario,Let Me Love You,9
2005-01-19,Mario,Let Me Love You,9
2005-01-20,Mario,Let Me Love You,9
2005-01-21,Mario,Let Me Love You,9
2005-01-22,Mario,Let Me Love You,9
2005-01-23,Mario,Let Me Love You,9
2005-01-24,Mario,Let Me Love You,9
2005-01-25,Mario,Let Me Love You,9
2005-01-26,Mario,Let Me Love You,9
2005-01-27,Mario,Let Me Love You,9
2005-01-28,Mario,Let Me Love You,9
2005-01-29,Mario,Let Me Love You,9
2005-01-30,Mario,Let Me Love You,9
2005-01-31,Mario,Let Me Love You,9
2005-02-01,Mario,Let Me Love You,9
2005-02-02,Mario,Let Me Love You,9
2005-02-03,Mario,Let Me Love You,9
2005-02-04,Mario,Let Me Love You,9
2005-02-05,Mario,Let Me Love You,9
2005-02-06,Mario,Let Me Love You,9
2005-02-07,Mario,Let Me Love You,9
2005-02-08,Mario,Let Me Love You,9
2005-02-09,Mario,Let Me Love You,9
2005-02-10,Mario,Let Me Love You,9
2005-02-11,Mario,Let Me Love You,9
2005-02-12,Mario,Let Me Love You,9
2005-02-13,Mario,Let Me Love You,9
2005-02-14,Mario,Let Me Love You,9
2005-02-15,Mario,Let Me Love You,9
2005-02-16,Mario,Let Me Love You,9
2005-02-17,Mario,Let Me Love You,9
2005-02-18,Mario,Let Me Love You,9
2005-02-19,Mario,Let Me Love You,9
2005-02-20,Mario,Let Me Love You,9
2005-02-21,Mario,Let Me Love You,9
2005-02-22,Mario,Let Me Love You,9
2005-02-23,Mario,Let Me Love You,9
2005-02-24,Mario,Let Me Love You,9
2005-02-25,Mario,Let Me Love You,9
2005-02-26,Mario,Let Me Love You,9
2005-02-27,Mario,Let Me Love You,9
2005-02-28,50 Cent Featuring Olivia,Candy Shop,9
2005-03-01,50 Cent Featuring Olivia,Candy Shop,9
2005-03-02,50 Cent Featuring Olivia,Candy Shop,9
2005-03-03,50 Cent Featuring Olivia,Candy Shop,9
2005-03-04,50 Cent Featuring Olivia,Candy Shop,9
2005-03-05,50 Cent Featuring Olivia,Candy Shop,9
2005-03-06,50 Cent Featuring Olivia,Candy Shop,9
2005-03-07,50 Cent Featuring Olivia,Candy Shop,9
2005-03-08,50 Cent Featuring Olivia,Candy Shop,9
2005-03-09,50 Cent Featuring Olivia,Candy Shop,9
2005-03-10,50 Cent Featuring Olivia,Candy Shop,9
2005-03-11,50 Cent Featuring Olivia,Candy Shop,9
2005-03-12,50 Cent Featuring Olivia,Candy Shop,9
2005-03-13,50 Cent Featuring Olivia,Candy Shop,9
2005-03-14,50 Cent Featuring Olivia,Candy Shop,9
2005-03-15,50 Cent Featuring Olivia,Candy Shop,9
2005-03-16,50 Cent Featuring Olivia,Candy Shop,9
2005-03-17,50 Cent Featuring Olivia,Candy Shop,9
2005-03-18,50 Cent Featuring Olivia,Candy Shop,9
2005-03-19,50 Cent Featuring Olivia,Candy Shop,9
2005-03-20,50 Cent Featuring Olivia,Candy Shop,9
2005-03-21,50 Cent Featuring Olivia,Candy Shop,9
2005-03-22,50 Cent Featuring Olivia,Candy Shop,9
2005-03-23,50 Cent Featuring Olivia,Candy Shop,9
2005-03-24,50 Cent Featuring Olivia,Candy Shop,9
2005-03-25,50 Cent Featuring Olivia,Candy Shop,9
2005-03-26,50 Cent Featuring Olivia,Candy Shop,9
2005-03-27,50 Cent Featuring Olivia,Candy Shop,9
2005-03-28,50 Cent Featuring Olivia,Candy Shop,9
2005-03-29,50 Cent Featuring Olivia,Candy Shop,9
2005-03-30,50 Cent Featuring Olivia,Candy Shop,9
2005-03-31,50 Cent Featuring Olivia,Candy Shop,9
2005-04-01,50 Cent Featuring Olivia,Candy Shop,9
2005-04-02,50 Cent Featuring Olivia,Candy Shop,9
2005-04-03,50 Cent Featuring Olivia,Candy Shop,9
2005-04-04,50 Cent Featuring Olivia,Candy Shop,9
2005-04-05,50 Cent Featuring Olivia,Candy Shop,9
2005-04-06,50 Cent Featuring Olivia,Candy Shop,9
2005-04-07,50 Cent Featuring Olivia,Candy Shop,9
2005-04-08,50 Cent Featuring Olivia,Candy Shop,9
2005-04-09,50 Cent Featuring Olivia,Candy Shop,9
2005-04-10,50 Cent Featuring Olivia,Candy Shop,9
2005-04-11,50 Cent Featuring Olivia,Candy Shop,9
2005-04-12,50 Cent Featuring Olivia,Candy Shop,9
2005-04-13,50 Cent Featuring Olivia,Candy Shop,9
2005-04-14,50 Cent Featuring Olivia,Candy Shop,9
2005-04-15,50 Cent Featuring Olivia,Candy Shop,9
2005-04-16,50 Cent Featuring Olivia,Candy Shop,9
2005-04-17,50 Cent Featuring Olivia,Candy Shop,9
2005-04-18,50 Cent Featuring Olivia,Candy Shop,9
2005-04-19,50 Cent Featuring Olivia,Candy Shop,9
2005-04-20,50 Cent Featuring Olivia,Candy Shop,9
2005-04-21,50 Cent Featuring Olivia,Candy Shop,9
2005-04-22,50 Cent Featuring Olivia,Candy Shop,9
2005-04-23,50 Cent Featuring Olivia,Candy Shop,9
2005-04-24,50 Cent Featuring Olivia,Candy Shop,9
2005-04-25,50 Cent Featuring Olivia,Candy Shop,9
2005-04-26,50 Cent Featuring Olivia,Candy Shop,9
2005-04-27,50 Cent Featuring Olivia,Candy Shop,9
2005-04-28,50 Cent Featuring Olivia,Candy Shop,9
2005-04-29,50 Cent Featuring Olivia,Candy Shop,9
2005-04-30,50 Cent Featuring Olivia,Candy Shop,9
2005-05-01,50 Cent Featuring Olivia,Candy Shop,9
2005-05-02,Gwen Stefani,Hollaback Girl,4
2005-05-03,Gwen Stefani,Hollaback Girl,4
2005-05-04,Gwen Stefani,Hollaback Girl,4
2005-05-05,Gwen Stefani,Hollaback Girl,4
2005-05-06,Gwen Stefani,Hollaback Girl,4
2005-05-07,Gwen Stefani,Hollaback Girl,4
2005-05-08,Gwen Stefani,Hollaback Girl,4
2005-05-09,Gwen Stefani,Hollaback Girl,4
2005-05-10,Gwen Stefani,Hollaback Girl,4
2005-05-11,Gwen Stefani,Hollaback Girl,4
2005-05-12,Gwen Stefani,Hollaback Girl,4
2005-05-13,Gwen Stefani,Hollaback Girl,4
2005-05-14,Gwen Stefani,Hollaback Girl,4
2005-05-15,Gwen Stefani,Hollaback Girl,4
2005-05-16,Gwen Stefani,Hollaback Girl,4
2005-05-17,Gwen Stefani,Hollaback Girl,4
2005-05-18,Gwen Stefani,Hollaback Girl,4
2005-05-19,Gwen Stefani,Hollaback Girl,4
2005-05-20,Gwen Stefani,Hollaback Girl,4
2005-05-21,Gwen Stefani,Hollaback Girl,4
2005-05-22,Gwen Stefani,Hollaback Girl,4
2005-05-23,Gwen Stefani,Hollaback Girl,4
2005-05-24,Gwen Stefani,Hollaback Girl,4
2005-05-25,Gwen Stefani,Hollaback Girl,4
2005-05-26,Gwen Stefani,Hollaback Girl,4
2005-05-27,Gwen Stefani,Hollaback Girl,4
2005-05-28,Gwen Stefani,Hollaback Girl,4
2005-05-29,Gwen Stefani,Hollaback Girl,4
2005-05-30,Mariah Carey,We Belong Together,14
2005-05-31,Mariah Carey,We Belong Together,14
2005-06-01,Mariah Carey,We Belong Together,14
2005-06-02,Mariah Carey,We Belong Together,14
2005-06-03,Mariah Carey,We Belong Together,14
2005-06-04,Mariah Carey,We Belong Together,14
2005-06-05,Mariah Carey,We Belong Together,14
2005-06-06,Mariah Carey,We Belong Together,14
2005-06-07,Mariah Carey,We Belong Together,14
2005-06-08,Mariah Carey,We Belong Together,14
2005-06-09,Mariah Carey,We Belong Together,14
2005-06-10,Mariah Carey,We Belong Together,14
2005-06-11,Mariah Carey,We Belong Together,14
2005-06-12,Mariah Carey,We Belong Together,14
2005-06-13,Mariah Carey,We Belong Together,14
2005-06-14,Mariah Carey,We Belong Together,14
2005-06-15,Mariah Carey,We Belong Together,14
2005-06-16,Mariah Carey,We Belong Together,14
2005-06-17,Mariah Carey,We Belong Together,14
2005-06-18,Mariah Carey,We Belong Together,14
2005-06-19,Mariah Carey,We Belong Together,14
2005-06-20,Mariah Carey,We Belong Together,14
2005-06-21,Mariah Carey,We Belong Together,14
2005-06-22,Mariah Carey,We Belong Together,14
2005-06-23,Mariah Carey,We Belong Together,14
2005-06-24,Mariah Carey,We Belong Together,14
2005-06-25,Mariah Carey,We Belong Together,14
2005-06-26,Mariah Carey,We Belong Together,14
2005-06-27,Carrie Underwood,Inside Your Heaven,1
2005-06-28,Carrie Underwood,Inside Your Heaven,1
2005-06-29,Carrie Underwood,Inside Your Heaven,1
2005-06-30,Carrie Underwood,Inside Your Heaven,1
2005-07-01,Carrie Underwood,Inside Your Heaven,1
2005-07-02,Carrie Underwood,Inside Your Heaven,1
2005-07-03,Carrie Underwood,Inside Your Heaven,1
2005-07-04,Mariah Carey,We Belong Together,14
2005-07-05,Mariah Carey,We Belong Together,14
2005-07-06,Mariah Carey,We Belong Together,14
2005-07-07,Mariah Carey,We Belong Together,14
2005-07-08,Mariah Carey,We Belong Together,14
2005-07-09,Mariah Carey,We Belong Together,14
2005-07-10,Mariah Carey,We Belong Together,14
2005-07-11,Mariah Carey,We Belong Together,14
2005-07-12,Mariah Carey,We Belong Together,14
2005-07-13,Mariah Carey,We Belong Together,14
2005-07-14,Mariah Carey,We Belong Together,14
2005-07-15,Mariah Carey,We Belong Together,14
2005-07-16,Mariah Carey,We Belong Together,14
2005-07-17,Mariah Carey,We Belong Together,14
2005-07-18,Mariah Carey,We Belong Together,14
2005-07-19,Mariah Carey,We Belong Together,14
2005-07-20,Mariah Carey,We Belong Together,14
2005-07-21,Mariah Carey,We Belong Together,14
2005-07-22,Mariah Carey,We Belong Together,14
2005-07-23,Mariah Carey,We Belong Together,14
2005-07-24,Mariah Carey,We Belong Together,14
2005-07-25,Mariah Carey,We Belong Together,14
2005-07-26,Mariah Carey,We Belong Together,14
2005-07-27,Mariah Carey,We Belong Together,14
2005-07-28,Mariah Carey,We Belong Together,14
2005-07-29,Mariah Carey,We Belong Together,14
2005-07-30,Mariah Carey,We Belong Together,14
2005-07-31,Mariah Carey,We Belong Together,14
2005-08-01,Mariah Carey,We Belong Together,14
2005-08-02,Mariah Carey,We Belong Together,14
2005-08-03,Mariah Carey,We Belong Together,14
2005-08-04,Mariah Carey,We Belong Together,14
2005-08-05,Mariah Carey,We Belong Together,14
2005-08-06,Mariah Carey,We Belong Together,14
2005-08-07,Mariah Carey,We Belong Together,14
2005-08-08,Mariah Carey,We Belong Together,14
2005-08-09,Mariah Carey,We Belong Together,14
2005-08-10,Mariah Carey,We Belong Together,14
2005-08-11,Mariah Carey,We Belong Together,14
2005-08-12,Mariah Carey,We Belong Together,14
2005-08-13,Mariah Carey,We Belong Together,14
2005-08-14,Mariah Carey,We Belong Together,14
2005-08-15,Mariah Carey,We Belong Together,14
2005-08-16,Mariah Carey,We Belong Together,14
2005-08-17,Mariah Carey,We Belong Together,14
2005-08-18,Mariah Carey,We Belong Together,14
2005-08-19,Mariah Carey,We Belong Together,14
2005-08-20,Mariah Carey,We Belong Together,14
2005-08-21,Mariah Carey,We Belong Together,14
2005-08-22,Mariah Carey,We Belong Together,14
2005-08-23,Mariah Carey,We Belong Together,14
2005-08-24,Mariah Carey,We Belong Together,14
2005-08-25,Mariah Carey,We Belong Together,14
2005-08-26,Mariah Carey,We Belong Together,14
2005-08-27,Mariah Carey,We Belong Together,14
2005-08-28,Mariah Carey,We Belong Together,14
2005-08-29,Mariah Carey,We Belong Together,14
2005-08-30,Mariah Carey,We Belong Together,14
2005-08-31,Mariah Carey,We Belong Together,14
2005-09-01,Mariah Carey,We Belong Together,14
2005-09-02,Mariah Carey,We Belong Together,14
2005-09-03,Mariah Carey,We Belong Together,14
2005-09-04,Mariah Carey,We Belong Together,14
2005-09-05,Mariah Carey,We Belong Together,14
2005-09-06,Mariah Carey,We Belong Together,14
2005-09-07,Mariah Carey,We Belong Together,14
2005-09-08,Mariah Carey,We Belong Together,14
2005-09-09,Mariah Carey,We Belong Together,14
2005-09-10,Mariah Carey,We Belong Together,14
2005-09-11,Mariah Carey,We Belong Together,14
2005-09-12,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-13,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-14,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-15,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-16,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-17,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-18,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-19,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-20,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-21,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-22,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-23,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-24,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-25,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-26,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-27,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-28,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-29,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-09-30,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-01,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-02,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-03,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-04,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-05,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-06,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-07,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-08,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-09,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-10,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-11,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-12,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-13,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-14,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-15,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-16,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-17,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-18,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-19,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-20,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-21,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-22,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-23,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-24,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-25,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-26,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-27,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-28,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-29,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-30,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-10-31,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-01,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-02,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-03,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-04,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-05,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-06,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-07,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-08,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-09,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-10,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-11,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-12,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-13,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-14,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-15,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-16,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-17,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-18,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-19,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-20,Kanye West Featuring Jamie Foxx,Gold Digger,10
2005-11-21,Chris Brown,Run It!,5
2005-11-22,Chris Brown,Run It!,5
2005-11-23,Chris Brown,Run It!,5
2005-11-24,Chris Brown,Run It!,5
2005-11-25,Chris Brown,Run It!,5
2005-11-26,Chris Brown,Run It!,5
2005-11-27,Chris Brown,Run It!,5
2005-11-28,Chris Brown,Run It!,5
2005-11-29,Chris Brown,Run It!,5
2005-11-30,Chris Brown,Run It!,5
2005-12-01,Chris Brown,Run It!,5
2005-12-02,Chris Brown,Run It!,5
2005-12-03,Chris Brown,Run It!,5
2005-12-04,Chris Brown,Run It!,5
2005-12-05,Chris Brown,Run It!,5
2005-12-06,Chris Brown,Run It!,5
2005-12-07,Chris Brown,Run It!,5
2005-12-08,Chris Brown,Run It!,5
2005-12-09,Chris Brown,Run It!,5
2005-12-10,Chris Brown,Run It!,5
2005-12-11,Chris Brown,Run It!,5
2005-12-12,Chris Brown,Run It!,5
2005-12-13,Chris Brown,Run It!,5
2005-12-14,Chris Brown,Run It!,5
2005-12-15,Chris Brown,Run It!,5
2005-12-16,Chris Brown,Run It!,5
2005-12-17,Chris Brown,Run It!,5
2005-12-18,Chris Brown,Run It!,5
2005-12-19,Chris Brown,Run It!,5
2005-12-20,Chris Brown,Run It!,5
2005-12-21,Chris Brown,Run It!,5
2005-12-22,Chris Brown,Run It!,5
2005-12-23,Chris Brown,Run It!,5
2005-12-24,Chris Brown,Run It!,5
2005-12-25,Chris Brown,Run It!,5
2005-12-26,Mariah Carey,Don't Forget About Us,2
2005-12-27,Mariah Carey,Don't Forget About Us,2
2005-12-28,Mariah Carey,Don't Forget About Us,2
2005-12-29,Mariah Carey,Don't Forget About Us,2
